State,City,Destination State,Destination,Distance/km,Time_Taken/min
Iowa,Le Mars,Iowa,Mason City,276,200
Iowa,Le Mars,Iowa,Sioux City,42.6,35
Iowa,Le Mars,South Dakota,Vermillion,45,55
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Missouri,Branson,Missouri,Jefferson City,278,168
Missouri,Branson,Missouri,Springfield,71,48
Missouri,Branson,Missouri,Columbia,328,192
Missouri,Branson,Missouri,Kansas City,337,194
Missouri,Jefferson City,Missouri,Branson,280,165
Missouri,Jefferson City,Missouri,Springfield,221,136
Missouri,Jefferson City,Missouri,Columbia,51,34
Missouri,Jefferson City,Missouri,Kirksville,196,115
Missouri,Jefferson City,Missouri,St. Louis,213,122
Missouri,Springfield,Missouri,Branson,72,47
Missouri,Springfield,Missouri,Jefferson City,220,135
Missouri,Springfield,Missouri,Columbia,270,130
Missouri,Springfield,Missouri,Kansas City,266,160
Missouri,Springfield,Missouri,St. Louis,347,202
Missouri,Columbia,Missouri,Jefferson City,50,34
Missouri,Columbia,Missouri,kirksville,147,92
Missouri,Columbia,Missouri,Kansas City,202,112
Missouri,Columbia,Missouri,St. Louis,201,114
Missouri,St. Joseph,Missouri,kirksville,240,153
Missouri,St. Joseph,Missouri,kansas City,89,55
Missouri,kirksville,Missouri,Jefferson City,196,115
Missouri,kirksville,Missouri,Columbia,147,121
Missouri,kirksville,Missouri,st joseph,240,154
Missouri,kirksville,Missouri,kansas City,266,167
Missouri,kirksville,Missouri,st louis,329,198
Missouri,kansas City,Missouri,Branson,339,196
Missouri,kansas City,Missouri,Jefferson City,236,149
Missouri,kansas City,Missouri,Springfield,268,159
Missouri,kansas City,Missouri,Columbia,202,113
Missouri,kansas City,Missouri,st joseph,91,55
Missouri,kansas City,Missouri,kirksville,266,164
Missouri,Cape Girardeau,Missouri,st louis,186,111
Missouri,St. louis,Missouri,Jefferson City,213,121
Missouri,St. louis,Missouri,springfield,348,201
Missouri,St. louis,Missouri,Columbia,201,114
Missouri,St. louis,Missouri,kirksville,328,195
Missouri,st. louis,Missouri,cape Girardeau,186,110
Missouri,Branson,Arkansas,Little Rock,280,190
Missouri,kansas City,Kansas,Wichita,314,180
Missouri,st. louis,Illinois,Quincy,221,135
Missouri,Cape Girardeau,Tennessee,Dyersburg,172,110
Missouri,Springfield,Tennessee,Dyersburg,451,300
Missouri,St. Louis,Tennessee,Clarksville,426,270
Missouri,Cape Girardeau,Tennessee,Clarksville,257,190
,,,,,
Oklahoma,Elk City,Oklahoma,Oklahoma City,179,100
Oklahoma,Oklahoma City,Oklahoma,Elk City,180,100
Oklahoma,Oklahoma City,Oklahoma,Norman,32,30
Oklahoma,Oklahoma City,Oklahoma,McAlester,208,115
Oklahoma,Oklahoma City,Oklahoma,Antlers,291,161
Oklahoma,Oklahoma City,Oklahoma,Cleveland,176,104
Oklahoma,Oklahoma City,Oklahoma,Tulsa,171,96
Oklahoma,Oklahoma City,Oklahoma,Ponca City,170,94
Oklahoma,Oklahoma City,Oklahoma,Muskogee,223,126
Oklahoma,Cleveland,Oklahoma,Oklahoma City,177,101
Oklahoma,Cleveland,Oklahoma,Elk City,356,194
Oklahoma,Cleveland,Oklahoma,Tulsa,55,34
Oklahoma,Cleveland,Oklahoma,Ponca City,100,69
Oklahoma,Cleveland,Oklahoma,McAlester,206,123
Oklahoma,Norman,Oklahoma,Oklahoma City,32,30
Oklahoma,Norman,Oklahoma,Cleveland,205,122
Oklahoma,Norman,Oklahoma,McAlester,217,123
Oklahoma,Norman,Oklahoma,Antlers,228,154
Oklahoma,Norman,Oklahoma,Muskogee,232,133
Oklahoma,Norman,Texas,Dallas,307,174
Oklahoma,McAlester,Oklahoma,Oklahoma City,209,111
Oklahoma,McAlester,Oklahoma,Norman,184,126
Oklahoma,McAlester,Oklahoma,Antlers,90,55
Oklahoma,McAlester,Oklahoma,Tulsa,146,90
Oklahoma,McAlester,Oklahoma,Muskogee,103,63
Oklahoma,Antlers,Oklahoma,Oklahoma City,292,157
Oklahoma,Antlers,Oklahoma,Norman,242,155
Oklahoma,Antlers,Oklahoma,McAlester,89,53
Oklahoma,Antlers,Oklahoma,Tulsa,229,135
Oklahoma,Antlers,Oklahoma,Muskogee,192,110
Oklahoma,Antlers,Texas,Dallas,243,155
Oklahoma,Tulsa,Oklahoma,Oklahoma City,171,92
Oklahoma,Tulsa,Oklahoma,Cleveland,54,33
Oklahoma,Tulsa,Oklahoma,Antlers,230,145
Oklahoma,Tulsa,Oklahoma,McAlester,147,90
Oklahoma,Tulsa,Oklahoma,Muskogee,79,52
Oklahoma,Tulsa,Oklahoma,Ponca City,149,85
Oklahoma,Ponca City,Oklahoma,Oklahoma City,170,96
Oklahoma,Ponca City,Oklahoma,Cleveland,101,68
Oklahoma,Ponca City,Oklahoma,Antlers,378,221
Oklahoma,Ponca City,Oklahoma,Tulsa,150,87
Oklahoma,Ponca City,Kansas,Wichita,139,82
Oklahoma,Muskogee,Oklahoma,Oklahoma City,223,123
Oklahoma,Muskogee,Oklahoma,Norman,240,135
Oklahoma,Muskogee,Oklahoma,McAlester,105,62
Oklahoma,Muskogee,Oklahoma,Tulsa,80,52
Oklahoma,Muskogee,Oklahoma,Antlers,193,112
Oklahoma,Muskogee,Arkansas,Fayetteville,139,115
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Kansas,WaKeeney,Kansas,Dodge City,152,110
Kansas,WaKeeney,Kansas,Salina,206,120
Kansas,Salina,Kansas,Wichita,145,85
Kansas,Salina,Kansas,Topeka,181,110
Kansas,WaKeeney,Kansas,Garden City,195,130
Kansas,Salina,Kansas,Manhattan,107,63
Kansas,Dodge City,Kansas,WaKeeney,152,100
Kansas,Dodge City,Kansas,Salina,256,170
Kansas,Dodge City,Kansas,Wichita,248,157
Kansas,Salina,Kansas,Topeka,181,101
Kansas,Dodge City,Kansas,Garden City,84,55
Kansas,Salina,Kansas,Manhattan,107,107
Kansas,Salina,Kansas,WaKeeney,206,120
Kansas,Salina,Kansas,Dodge City,256,170
Kansas,Salina,Kansas,Garden City,321,220
Kansas,Wichita,Kansas,Salina,145,85
Kansas,Salina,Kansas,WaKeeney,206,120
Kansas,Wichita,Kansas,Dodge City,249,160
Kansas,Wichita,Kansas,Salina,145,85
Kansas,Wichita,Kansas,Topeka,223,130
Kansas,Wichita,Kansas,Dodge City,249,160
Kansas,Wichita,Kansas,Manhattan,210,130
Kansas,Topeka,Kansas,Salina,181,110
Kansas,Topeka,Kansas,Wichita,222,140
Kansas,Topeka,Kansas,Manhattan,94,60
Kansas,Garden City,Kansas,WaKeeney,195,130
Kansas,Garden City,Kansas,Dodge City,84,60
Kansas,Garden City,Kansas,Salina,321,210
Kansas,Manhattan,Kansas,Salina,107,110
Kansas,Manhattan,Kansas,Wichita,210,130
Kansas,Manhattan,Kansas,Topeka,94,60
Kansas,Topeka,Missouri,Kansas City,102,65
Kansas,Wichita,Oklahoma,Ponca City,139,85
Kansas,Manhattan,Nebraska,Lincoln,218,140
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Arkansas,Hot Springs,,Pine Bluff,115.4,88
Arkansas,Hot Springs,,Jonesboro,292,168
Arkansas,Hot Springs,,West Memphis,289,166
Arkansas,Hot Springs,,Fayetteville,301,204
Arkansas,Hot Springs,,Little Rock,87.7,55
Arkansas,Hot Springs,,Conway,124.2,75
Arkansas,Hot Springs,,Texarkana,179,115
Arkansas,Hot Springs,,Jacksonville,106.7,65
Arkansas,Hot Springs,,Fort Smith,206,158
Arkansas,Pine Bluff,,Hot Springs,114.2,88
Arkansas,Pine Bluff,,Jonesboro,273.6,156
Arkansas,Pine Bluff,,West Memphis,220.5,149
Arkansas,Pine Bluff,,Fayetteville,372.1,209
Arkansas,Pine Bluff,,Little Rock,71.3,44
Arkansas,Pine Bluff,,Conway,117.2,69
Arkansas,Pine Bluff,,Texarkana,247.9,156
Arkansas,Pine Bluff,,Jacksonville,89.6,54
Arkansas,Pine Bluff,,Fort Smith,321.9,183
Arkansas,Jonesboro,,Hot Springs,293.3,170
Arkansas,Jonesboro,,Pine Bluff,277.6,157
Arkansas,Jonesboro,,West Memphis,102.2,61
Arkansas,Jonesboro,,Fayetteville,463.5,265
Arkansas,Jonesboro,,Little Rock,210.8,119
Arkansas,Jonesboro,,Conway,209.2,124
Arkansas,Jonesboro,,Texarkana,436.1,247
Arkansas,Jonesboro,,Jacksonville,186.9,105
Arkansas,Jonesboro,,Fort Smith,413.6,238
Arkansas,Jonesboro,Mississippi,Southaven,133,75
Arkansas,West Memphis,,Hot Springs,289.7,170
Arkansas,West Memphis,,Pine Bluff,223.7,146
Arkansas,West Memphis,,Jonesboro,102.2,61
Arkansas,West Memphis,,Fayetteville,497.1,264
Arkansas,West Memphis,,Little Rock,207.8,119
Arkansas,West Memphis,,Conway,243.4,138
Arkansas,West Memphis,,Texarkana,433.4,247
Arkansas,West Memphis,,Jacksonville,201.2,113
Arkansas,West Memphis,,Fort Smith,447.5,252
Arkansas,West Memphis,Mississippi,Southaven,30.9,22
Arkansas,Fayetteville,,Hot Springs,301,204
Arkansas,Fayetteville,,Pine Bluff,376,216
Arkansas,Fayetteville,,Jonesboro,463,265
Arkansas,Fayetteville,,West Memphis,497,269
Arkansas,Fayetteville,,Little Rock,309,170
Arkansas,Fayetteville,,Conway,254,142
Arkansas,Fayetteville,,Texarkana,389,262
Arkansas,Fayetteville,,Jacksonville,316,173
Arkansas,Fayetteville,,Fort Smith,93,58
Arkansas,Little Rock,,Hot Springs,87.7,55
Arkansas,Little Rock,,Pine Bluff,71.3,44
Arkansas,Little Rock,,Jonesboro,210.8,119
Arkansas,Little Rock,,West Memphis,207.8,119
Arkansas,Little Rock,,Fayetteville,309,170
Arkansas,Little Rock,,Conway,52.3,31
Arkansas,Little Rock,,Texarkana,232.2,142
Arkansas,Little Rock,,Jacksonville,24.9,16
Arkansas,Little Rock,,Fort Smith,257.5,144
Arkansas,Conway,,Hot Springs,123.3,75
Arkansas,Conway,,Pine Bluff,117.8,68
Arkansas,Conway,,Jonesboro,207.8,121
Arkansas,Conway,,West Memphis,245.1,136
Arkansas,Conway,,Fayetteville,257.5,144
Arkansas,Conway,,Little Rock,53.9,31
Arkansas,Conway,,Texarkana,268.8,162
Arkansas,Conway,,Jacksonville,60.8,35
Arkansas,Conway,,Fort Smith,207.8,117
Arkansas,Texarkana,,Hot Springs,177,115
Arkansas,Texarkana,,Pine Bluff,246,154
Arkansas,Texarkana,,Jonesboro,433,244
Arkansas,Texarkana,,West Memphis,431,242
Arkansas,Texarkana,,Fayetteville,388,266
Arkansas,Texarkana,,Little Rock,230,130
Arkansas,Texarkana,,Conway,267,151
Arkansas,Texarkana,,Jacksonville,250,141
Arkansas,Texarkana,,Fort Smith,296,215
Arkansas,Jacksonville,,Hot Springs,1014,592
Arkansas,Jacksonville,,Pine Bluff,90.6,54
Arkansas,Jacksonville,,Jonesboro,185,102
Arkansas,Jacksonville,,West Memphis,204,112
Arkansas,Jacksonville,,Fayetteville,1435,783
Arkansas,Jacksonville,,Little Rock,24.6,17
Arkansas,Jacksonville,,Conway,1391,775
Arkansas,Jacksonville,,Texarkana,253,156
Arkansas,Jacksonville,,Fort Smith,266,147
Arkansas,Fort Smith,,Hot Springs,206,158
Arkansas,Fort Smith,,Pine Bluff,322,207
Arkansas,Fort Smith,,Jonesboro,414,239
Arkansas,Fort Smith,,West Memphis,449,253
Arkansas,Fort Smith,,Fayetteville,93,58
Arkansas,Fort Smith,,Little Rock,259,144
Arkansas,Fort Smith,,Conway,206,117
Arkansas,Fort Smith,,Texarkana,296,215
Arkansas,Fort Smith,,Jacksonville,266,147
Arkansas,Jonesboro,Tennessee,Dyersburg,157,110
Arkansas,West Memphis,Tennessee,Memphis,14,15
,,,,,
Tennessee,Kingsport,Tennessee,Knoxville,160,110
Tennessee,NashVille,Tennessee,Collierville,331,210
Tennessee,NashVille,Tennessee,Knoxville,290,210
Tennessee,NashVille,Tennessee,Chattanooga,214,160
Tennessee,NashVille,Tennessee,Clarksville,81.8,80
Tennessee,NashVille,Tennessee,Franklin,34.6,45
Tennessee,NashVille,Tennessee,Columbia,74.1,70
Tennessee,NashVille,Tennessee,Dyersburg,277,190
Tennessee,NashVille,Tennessee,Memphis,341,220
Tennessee,Collierville,Tennessee,Clarksville,322,230
Tennessee,Collierville,Tennessee,Franklin,322,220
Tennessee,Collierville,Tennessee,Columbia,305,210
Tennessee,Collierville,Tennessee,Dyersburg,137,120
Tennessee,Collierville,Tennessee,Memphis,46.6,40
Tennessee,Knoxville,Tennessee,Chattanooga,192,160
Tennessee,Knoxville,Tennessee,Columbia,354,240
Tennessee,Chattanooga,Tennessee,Franklin,222,160
Tennessee,Chattanooga,Tennessee,Columbia,241,170
Tennessee,Clarksville,Tennessee,Columbia,119,130
Tennessee,Clarksville,Tennessee,Dyersburg,221,200
Tennessee,Clarksville,Tennessee,Memphis,333,230
Tennessee,Franklin,Tennessee,Columbia,48.2,60
Tennessee,Franklin,Tennessee,Dyersburg,269,190
Tennessee,Franklin,Tennessee,Memphis,333,200
Tennessee,Columbia,Tennessee,Dyersburg,255,175
Tennessee,Columbia,Tennessee,Memphis,319,200
Tennessee,Dyersburg,Tennessee,Memphis,127,100
Tennessee,Dyersburg,Arkansas,Jonesboro,157,110
Tennessee,Memphis,Arkansas,West Memphis,14,15
Tennessee,Columbia,Alabama,Huntsville,130,90
Tennessee,Columbia,Alabama,Birmingham,253,150
Tennessee,Columbia,Alabama,Florence,124,110
Tennessee,Chattanooga,Alabama,Huntsville,164,110
Tennessee,Chattanooga,Alabama,Birmingham,238,135
Tennessee,Chattanooga,Alabama,Auburn,353,240
Tennessee,Dyersburg,Missouri,Cape Girardeau,172,110
Tennessee,Dyersburg,Missouri,Springfield,451,300
Tennessee,Clarksville,Missouri,St. Louis,426,270
Tennessee,Clarksville,Missouri,Cape Girardeau,257,190
Tennessee,Dyersburg,Mississippi,Southaven,143,90
Tennessee,Memphis,Mississippi,Southaven,21,12
Tennessee,Collierville,Mississippi,Oxford,91,70
Tennessee,Collierville,Mississippi,Columbus,250,160
Tennessee,Columbia,Mississippi,Oxford,326,200
