State,Source_city,Postal_Code ,Weather,Sea_level / m,Latitude / degrees(Optional),Longitude / degrees(Optional)
Tennessee ,Chattanooga,37410,"8 November 12 am to 8 November 9 am: Clear,Cold
8 November 9 am to 8 November 12 am: Clear
8 November 12 am to 8 November 5 pm: Clear,light winds
8 November 5 pm to 8 November 5 pm: Clear,light winds
8 November 7 pm to 9 November 12 am: Clear",208,35.04563,-85.30968
Tennessee ,Clarksville,37042,"8 November 12 am to 8 November 2 am: Clear
8 November 2 am to 8 November 5 am: Clear,Cold
8 November 5 am to 8 November 7 am: Clear
8 November 5 am to 8 November 9 pm: Clear,light winds
8 November 9 pm to 9 November 10 am: Clear
9 November 10 am to 9 November 11 am: Clear,light winds
9 November 11 am to 9 November 5 pm: Clear
9 November 5 pm to 9 November 6 pm: Clear,light winds
9 November 6 pm to 9 November 7 pm: Clear
9 November 7 pm to 9 November 8 pm: Clear,light winds
9 November 7 pm to 9 November 12 am: Clear",145,36.52977,-87.35945
Tennessee ,Franklin,37064,"8 November 12 am to 8 November 2 am: Clear
8 November 12 am to 8 November 5 am: Clear,Cold
8 November 5 am to 8 November 7 am: Clear
8 November 7 am to 8 November 9 pm: Clear,light winds
8 November 9 pm to 9 November 10 am: Clear
9 November 10 am to 9 November 11 am: Clear,light winds
9 November 12 pm to 9 November 5 pm: Clear
9 November 5 pm to 9 November 6 pm: light winds,Light Rain
9 November 6 pm to 9 November 7 pm: Clear,Light Rain
9 November 7 pm to 9 November 8 pm: light winds,Light Rain,Cold
9 November 8 pm to 9 November 10 pm: Clear,Cold
9 November 10 pm to 9 November 11 pm: Clear,Cold,Light Rain
9 November 11 pm to 9 November 12 pm: Clear,Cold",201,35.92506,-86.86889
Tennessee ,Columbia,38401,"8 November 12 am to 8 November 2 am: Clear
8 November 12 am to 8 November 5 am: Clear,Cold
8 November 5 am to 8 November 7 am: Clear
8 November 7 am to 8 November 9 pm: Clear,light winds
8 November 9 pm to 9 November 10 am: Clear
9 November 10 am to 9 November 11 am: Clear,light winds
9 November 12 am to 9 November 5 pm: Clear
9 November 5 pm to 9 November 6 pm: light winds,Light Rain
9 November 6 pm to 9 November 7 pm: Light Rain
9 November 7 pm to 9 November 8 pm: light winds,Light Rain,Cold
9 November 8 pm to 9 November 10 pm: Clear,Cold
9 November 10 pm to 9 November 11 pm: Cold,Light Rain
9 November 11 pm to 9 November 12 pm: Clear,Cold",199,35.61507,-87.03528
Tennessee ,Dyersburg,38024,"8 November 12 am to 8 November 10 am: Clear
8 November 10 am to 8 November 3 pm: Clear,light winds
8 November 3 pm to 8 November 10 pm: Clear
8 November 10 pm to 9 November 2 am: Clear,light winds
9 November 2 am to 9 November 4 am: Clear
9 November 4 am to 9 November 5 am: Clear,light winds
9 November 5 am to 9 November 6 am: Clear
9 November 6 am to 9 November 1 pm: Clear,light winds
9 November 1 pm to 9 November 3 pm: light winds,Light Rain
9 November 3 pm to 9 November 7 pm: light winds,Light Rain,Cold
9 November 7 pm to 9 November 12 am: Light Rain,Cold",96,36.03452,-89.38563
Tennessee ,Memphis,38109,"8 November 12 am to 8 November 3am: Clear
8 November 3 am to 8 November 4 am: Clear,light winds
8 November 4 am to 8 November 5 am: Clear
8 November 5 am to 8 November 6 am: Clear,light winds
8 November 6 am to 8 November 8 am: Clear
8 November 6 am to 8 November 6 pm: Clear,light winds
8 November 6 pm to 8 November 11 pm: Clear
8 November 11 pm to 9 November 12 am: Clear,light winds
9 November 12 am to 9 November 6 am: Clear
9 November 6 am to 9 November 8 am: Clear,light winds
9 November 8 am to 9 November 9 am: Clear
9 November 9 am to 9 November 1 pm: Clear,light winds
9 November 1 pm to 9 November 2 pm: Clear,Cold
9 November 2 pm to 9 November 3 pm: light winds,Light Rain,Cold
9 November 3 pm to 9 November 4 pm: Light Rain,Cold
9 November 4 pm to 9 November 7 pm: Heavy Rain,Cold
9 November 7 pm to 9 November 9 pm: Light Rain,Cold,light winds
9 November 9 pm to 9 November 12 am: Heavy Rain,Cold,light winds",84,35.14953,-90.04898
Arkansas,Hot Springs,71913,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Light Rain
8 November 5 pm to 8 November 7 pm : Heavy Rain
8 November 8 pm to 8 November 11 pm : Clear
8 November 11 pm to 8 November 12 am: Light Fog
9 November 12 am to 9 November 3 am : Light Snow 
9 November 4 am to 9 November 7 am : Heavy Snow 
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am : Light fog ",182,34.1382,-93.0595
Arkansas,Pine Bluff,71603,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Light Rain
8 November 5 pm to 8 November 7 pm : Heavy Rain
8 November 8 pm to 8 November 11 pm : Clear
8 November 11 pm to 8 November 12 am : Light Fog
9 November 12 am to 9 November 3 am : Light Snow 
9 November 4 am to 9 November 7 am : Heavy Snow 
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am : Light fog ",67,34.7805,-92.0009
Arkansas,Jonesboro,72401,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am: Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",99,35.8739,-90.4483
Arkansas,West Memphis,72301,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am: Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",64,35.1367,-90.0742
Arkansas,Fayetteville,72701,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am : Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",427,36.0829,-94.1754
Arkansas,Little Rock,72212,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am: Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",102,34.7464,-92.2898
Arkansas,Conway,72034,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am: Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",101,35.087,-92.4033
Arkansas,Texarkana,71854,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am : Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",110,33.4434,-93.7753
Arkansas,Jacksonville,72076,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am : Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",91,34.7541,-92.1139
Arkansas,Fort Smith,72903,"8 November 12 am to 8 November 7 am : Clear
8 November 7 am to 8 November 4 pm : Clear
8 November 5 pm to 8 November 7 pm : Light Rain 
8 November 8 pm to 8 November 11 pm : Light Rain
8 November 11 pm to 8 November 12 am : Clear
9 November 12 am to 9 November 3 am : Clear
9 November 4 am to 9 November 7 am : Clear
9 November 7 am to 9 November 2 pm : Clear 
9 November 2 pm to 9 November 4 pm : Light Rain
9 November 5 pm to 10 November 12 am :  Light Rain",141,35.1339,-94.4144
Missouri,Branson,65616,"8 November 12 am to 8 November 1 am clear, light winds
8 November 1 am to 8 November 5 am : clear
8 November 5 am to 8 November 5 pm : light winds, clear
8 November 5 pm to 8 November 10 pm :  light winds
8 November 10 pm to 9 November 1 am : light winds, cold
9 November 1 am to 9 November 5 am :  cold
9 November 5 am to 9 November 7 am : clear, light winds, cold
9 November 7 am to 9 November 8 am : clear, cold
9 November 8 am to 9 November 9 am : clear, light winds, cold
9 November 9 am to 9 November 11 am : light winds, cold
9 November 11 am to 9 November 2 pm : clear, light winds, cold
9 November 2 pm to 9 November 3 pm : light winds, cold
9 November 3 pm to 9 November 4 pm : light rain, cold
9 November 4 pm to 9 November 5 pm : clear, cold
9 November 5 pm to 10 November 12 am : cold",236,36.6477253,-93.3454343
Missouri,Jefferson City,65101,"8 November 12 am to 8 November 1 am : clear
8 November 1 am to 8 November 7 pm : clear, light winds
8 November 7 pm to 8 November 11 pm : light winds
8 November 11 pm to 9 November 2 am : clear, light winds, cold
9 November 2 am to 9 November 4 am : clear, cold
9 November 4 am to 9 November 7 am : cold, light winds, clear
9 November 7 am to 9 November 4 pm : clear, cold
9 November 4 pm to 9 November 5 pm : light rain, cold
9 November 4 pm to 10 November 12 am : Clear, cold",192,38.5712712,-92.2448066
Missouri,Springfield,65807,"8 November 12 am to 8 November 7 pm : clear, light winds
8 November 7 pm to 8 November 11 pm : light winds
8 November 11 pm to 9 November 10 am : clear, cold, light winds
9 November 10 am to 9 November 8 pm : cold, light winds
9 November 8 pm to 10 November 12 am : clear, cold, light winds ",396,37.1792639,-93.4611368
Missouri,Columbia,65203,"8 November 12 am to 8 November 10 am : clear
8 November 10 am to 8 November 9 pm : clear, light winds
8 November 9 pm to 9 November 3 am : clear, cold
9 November 3 am to 9 November 4 am : clear, cold, light winds
9 November 4 am to 10 November 12 am : clear, cold",232,38.9466452,-92.4956508
Missouri,St Joseph,64503,"8 November 12 am to 8 November 8 am : cold
8 November 8 am to 8 November 10 am : cold
8 November 10 am to 8 November 11 am : cold, light winds
8 November 11 am to 8 November 12 pm : light winds
8 November 12 pm to 8 November 7 pm : light winds
8 November 8 pm to 8 November 11 pm : cold, light winds
9 November 12 am to 9 November 2 am : cold, light winds
9 November 3 am to 10 November 12 am : cold",271,39.7593403,-94.9035857
Missouri,Kirksville,63501,"8 November 1 am to 8 November 6 am : clear, light winds, cold
8 November 6 am to 8 November 10 pm : clear, light winds
8 November 3 pm to 9 November 2 pm : light winds
8 November 3 pm to 8 November 4 pm : light rain, light winds
8 November 4 pm to 8 November 10 pm : light winds, cold
8 November 10 pm to 9 November 12 am : clear, light winds
9 November 12 am to 10 November 12 am : clear, cold, light winds",295,40.1957774,-92.6584991
Missouri,Kansas City,64030,"8 November 12 am to 8 November 6 am : clear
8 November 9 am to 8 November 4 pm :light winds
8 November 4 pm to 9 November 12 am : clear, light winds, cold
9 November 12 am to 9 November 2 am : light winds, cold
9 November 3 am to 10 November 12 am : cold",277,39.0919879,-94.9053768
Missouri,Cape Girardeau,63701,"8 November 12 am to 8 November 9 am : clear, light winds
8 November 9 am to 8 November 7 pm : light winds
8 November 7 pm to 8 November 9 pm : clear, light winds
8 November 7 pm to 8 November 11 pm : clear
9 November 12 am to 9 November 6 am : light winds
9 November 6 am to 9 November 5 pm : clear, cold, light winds
9 November 7 pm to 9 November 10 pm : light rain, cold
9 November 10 pm to 10 November 12 am : cold",113,37.3042393,-89.7205983
Missouri,St. Louis,63116,"8 November 12 am to 8 November 2 am : clear, light winds
8 November 2 am to 9 November 12 am : light winds
9 November 12 am to 9 November 3 am : cold
9 November 3 am to 9 November 7 am : cold, light winds
9 November 11 am to 9 November 5 pm : cold, light winds
9 November 7 pm to 10 November 12 am : cold",142,38.468476,-90.792132
Illinois,Chicago,60629,"8 November 12 am to 8 November 3 am : light winds, Cold 
8 November 3 am to 8 November 4 am : Light Rain, light winds, Cold
8 November 4 am to 8 November 8 am :  light winds, Cold
8 November 8 am to 8 November 11 am : Light Rain, light winds, Cold
8 November 11 am to 8 November 2 pm : light winds, Cold
8 November 2 pm to 8 November 5 pm : light winds
8 November 5 pm to 8 November 7 pm : Cold, light winds
8 November 7 pm to 8 November 8 pm : Light Fog, Cold, light winds, Light Rain
8 November 8 pm to 9 November 8 am : Cold, light winds
9 November 8 am to 9 November 9 am : Cold
9 November 9 am to 9 November 1 pm : Cold, light winds
9 November 1 pm to 9 November 2 pm : Cold, Heavy winds
9 November 2 pm to 9 November 5 pm : Cold, light winds
9 November 5 pm to 9 November 7 pm : Clear, Cold
9 November 7 pm to 10 November 12 am : light winds, Cold",181,41.8337734,-88.061624
Illinois,Quincy,62301,"8 November 12 am to 8 November 6 am : Clear, light winds, Cold
8 November 6 am to 8 November 7 am : Light Fog, light winds, Cold
8 November 7 am to 8 November 10 am : Clear, light winds
8 November 10 am to 8 November 3 pm : light winds, Cold
8 November 3 pm to 8 November 4 pm : Light rain, light winds
8 November 4 pm to 9 November 5 am : light winds, Cold
9 November 5 am to 9 November 6 am : Clear, Cold
9 November 6 am to 9 November 7 am : Clear, Cold, light winds
9 November 7 am to 9 November 8 am : Clear, Cold
9 November 8 am to 9 November 10 am : Clear, Cold, light winds
9 November 10 am to 9 November 11 am : Clear, Cold
9 November 11 am to 9 November 12 pm: Clear, Cold, light winds
9 November 12 pm to 9 November 3 pm : Clear, Cold
9 November 3 pm to 9 November 4 pm : Clear, Cold, light winds
9 November 4 pm to 9 November 5 pm : Clear, Cold
9 November 5 pm to 9 November 10 pm : Clear, Cold, light winds
9 November 10 pm to 9 November 11 pm : Clear, Cold
9 November 11 pm to 10 November 12 am : Clear, light winds, Cold",178,39.935094,-91.454528
Illinois,Rock Island,61201,"8 November 12 am to 8 Nov 12 pm : light winds, Cold
8 November 12 pm to 8 November 2 pm : Light Fog, light winds, Cold
8 November 2 pm to 8 November 3 pm : light winds, Cold
8 November 3 pm to 8 November 4 pm : Light Rain, Light Fog, Cold, light winds
8 November 4 pm to 8 November 9 pm : Clear, light winds, Cold
8 November 9 pm to 8 November 10 pm : Light Fog, light winds, Cold
8 November 10 pm to 9 November 7 pm : Clear, light winds, Cold
9 November 7 pm to 9 November 10 pm : light winds, Cold
9 November 10 pm to 10 November 12 am : Cold",247,41.4652318,-90.6748775
Illinois,Rockford,61107,"8 November 12 am to 8 November 1 am : Light Rain, light winds, Cold
8 November 1 am to 8 November 2 am : Light Rain, Cold
8 November 2 am to 8 November 5 am : Cold
8 November 5 am to 8 November 6 am : light winds, Cold
8 November 6 am to 8 November 7 am : Cold
8 November 7 am to 8 November 8 am : Light Rain, Light Fog, light winds, Cold
8 November 8 am to 8 November 3 pm : Light Rain, Light Fog, Cold
8 November 3 pm to 8 November 5 pm : Light Rain, Light Fog, Cold, light winds
8 November 5 pm to 8 November 7 pm : light winds, Cold
8 November 7 pm to 8 November 8 pm : Light Rain, light winds, Cold
8 November 8 pm to 9 November 5 am : light winds, Cold
9 November 5 am to 9 November 9 am : Clear, Cold
9 November 9 am to 9 November 4 pm : Clear, light winds, Cold
9 November 4 pm to 9 November 10 pm : Clear, light winds, Cold
9 November 10 pm to 9 November 11 pm : light winds, Cold
9 November 11 pm to 10 November 12 am : Cold",222,42.2531137,-89.2328719
Illinois,Peoria,61614,"8 November 12 am to 8 November 1 am : light winds, Cold
8 November 1 am to 8 November 4 am : Cold
8 November 4 am to 8 November 7 am : light winds, Cold
8 November 7 am to 8 November 8 am : Cold
8 November 8 am to 8 November 12 pm : light winds
8 November 12 pm to 8 November 1 pm : Clear
8 November 1 pm to 8 November 10 pm : Clear, light winds
8 November 10 pm to 9 November 1 am : Clear, Cold
9 November 1 am to 9 November 4 am : Clear, Cold, light winds
9 November 4 am to 9 November 8 am : Clear, Cold
9 November 8 am to 9 November 10 am : Clear, Cold, light winds
9 November 10 am to 9 November 12 pm : Clear, Cold
9 November 12 am to 9 November 4 pm : Clear, Cold, light winds
9 November 4 pm to 9 November 5 pm : Clear, Cold
9 November 5 pm to 10 November 12 am : Clear, Cold, light winds",153,40.7481799,-89.7872008
Illinois,Springfield,62704,"8 November 12 am to 8 November 5 am : light winds, Cold
8 November 5 am to 8 November 6 am : light winds
8 November 6 am to 8 November 7 am : Light Fog, light winds
8 November 7 am to 8 November 4 pm : Clear, light winds
8 November 4 pm to 8 November 5 pm : Clear
8 November 5 pm to 8 November 7 pm : light winds
8 November 7 pm to 9 November 10 am : light winds, Cold
9 November 10 am to 9 November 12 pm : Cold
9 November 12 pm to 9 November 1 pm : light winds, Cold
9 November 1 pm to 10 November 12 am : Clear, Cold",170,39.7639848,-89.8356444
Illinois,Champaign,61820,"8 November 12 am to 8 November 7 am : light winds, Cold
8 November 7 am to 8 November 2 pm : Clear, light winds
8 November 2 pm to 8 November 4 pm : Clear, Heavy winds
8 November 4 pm to 8 November 7 pm : light winds
8 November 7 pm to 8 November 8 pm : Light Rain, Light Fog, light winds
8 November 8 pm to 8 November 9 pm : light winds
8 November 9 pm to 9 November 3 pm : light winds, Cold
9 November 3 pm to 9 November 11 pm : Clear, Cold
9 November 11 pm to 10 November 12 am : Clear, Cold, light winds",233,40.1147331,-88.3595115
Illinois,Carbondale,62901,"8 November 12 am to 8 November 1 am : Clear, light winds
8 November 1 am to 8 November 2 am : Clear
8 November 2 am to 8 November 3 pm : Clear, light winds
8 November 3 pm to 8 November 4 pm : Heavy winds
8 November 4 pm to 9 November 2 am : Clear, light winds
9 November 2 am to 9 November 4 pm : Cold, light winds
9 November 4 pm to 9 November 7 pm : Clear, Cold
9 November 7 pm to 9 November 8 pm : light winds, Cold
9 November 8 pm to 10 November 12 am : Cold",126,37.7209146,-89.2954106
Wisconsin,Milwaukee,53215,"8 November 12 am to 8 November 2 am : Cold, light winds
8 November 2 am to 8 November 3 am : light rain, Cold, light winds,
8 November 3 am to 8 November 4 am  : Heavy rain, Cold, light winds
8 November 4 am to 8 November 7 am : Light rain, Cold, light winds
8 November 7 am to 8 November 10 am : Cold, light winds
8 November 10 am to 8 November 3 pm : Light fog, Cold, light winds, light rain
8 November 3 pm to 8 November 5 pm : Heavy rain, Cold
8 November 5 pm to 9 November 4 am : Cold, light winds
9 November 4 am to 9 November 9 pm : Clear, Cold, light winds
9 November 9 pm to 9 November 11 pm : Cold, light winds
9 November 11 pm to 10 November 12 am : Light rain, Cold, light winds",188,43.038902,-87.906471
Wisconsin,Appleton,54915,"8 November 12 am to 8 November 2 am : Cold, light winds
8 November 2 am to 8 November 3  am : Cold, light rain, light winds
8 November 3 am to 8 November 6 am : Cold, light winds
8 November 6 am to 8 November 12 pm : Cold, light winds, light rain
8 November 12 pm   to 8  November 2 pm : Cold, light rain, light fog
8 November 2 pm to 8 November 5 pm : Cold
8 November 5 pm to 8 November 8 pm : Cold, light fog
8 November 8 pm to 8 November 9 pm : heavy fog, light winds, cold
8 November 9 pm to 9 November 12 am : Cold, light winds, light fog
9 November 12 am to 9 November 3 am : Cold, light winds
9 November 3 am to 9 November 10 pm : Cold, light winds, clear
9 November 10 pm to 10 November 12 am : Cold, light winds",241,44.2619,-88.4154
Wisconsin,Madison,53704,"8 November 12 am to 8 November 1  am : Cold, light rain
8 November 1 am to 8 November 2 am : Cold, light winds
8 November 2 am to 8 November 12 pm : Cold, light winds, light rain
8 November 12 pm  to 8  November 3 pm : Cold, light winds
8 November 3 pm to 8 November 8 pm : Cold, light winds, light fog
8 November 8 pm to 8 November 11 pm : Cold
8 November 11 pm to 9 November 1 am : Clear, cold
9 November 1 am to 9 November 2 am : Cold, light winds
9 November 2 am to 9 November 4 am : Cold, light winds, clear
9 November 4 am to 9 November 5 pm : Cold, light winds, clear
9 November 5 pm to 9 November 8  pm : Cold, clear
9 November 8 pm to 10 November 12  am : Cold, light winds",266,43.073051,-89.40123
Wisconsin,Wisconsin Dells,53965,"8 November 12 am to 8 November 12  pm : light rain, light winds, cold
8 November 12 pm to 8 November 3 pm : Cold, light winds
8 November 3 pm to 8 November 5 pm : light fog, cold, light winds
8 November 5 pm   to 8  November 7 pm : Cold 
8 November 7 pm to 9 November 8 pm : Cold, light fog
8 November 8 pm   to 9  November 12 am : Cold
9 November 12 am to 9 November 4 am : Clear, cold, light winds
9 November 4 am to 9 November 7 am : Clear, cold
9 November 7 am to 9 November 5 pm : Clear, cold, light winds
9 November 5 pm to 9 November 8 pm : Clear, cold
9 November 8 pm to 10 November 12 am : cold",277,43.6275,-89.771
Wisconsin,Eau Claire,54703,"8 November 12 am to 8 November 9 am : Cold, light winds
8 November 9 am to 8 November 10 am : Cold, light rain
8 November 10 am to 8 November 8 pm : cold
8 November 8 pm   to 8 November 11 pm : Cold, light winds
8 November 11 pm to 9 November 5 am : Clear, cold, light winds
9 November 5 am   to 9 November 6 am : cold, Light winds
9 November 7 am to 9 November 7 pm : Cold, clear, light winds
9 November 7 pm to 10 November 12 am: Cold, light winds",240,44.811348,-91.498497
Wisconsin,Green Bay,54311,"8 November 12 am to 8 November 3 am : Cold, light winds
8 November 3 am to 8 November 4 am : Cold, light winds, light rain
8 November 4 am to 8 November 6 am : Light winds, cold
8 November 6 am   to 8 November 7 am :  Cold, light winds, light rain.
8 November 7 am to 8 November  11 am : light fog, light winds, cold
8 November 11 am   to 8 November 12 pm :  cold, Light winds.,light rain
8 November 12 pm to 8 November 9 pm : cold, Light winds
8 November 9 pm  to 8 November 10 pm :  light fog, cold, light winds
8 November 10 pm to 9 November  5 am : light winds, cold
9 November 5 am   to 10 November 12 am :  cold, Light winds, clear",177,44.513332,-88.015831
Wisconsin,Superior,54880,"8 November 12 am to 8 November 2 am : Cold, light winds, light rain
8 November 2 am to 8 November 4 am : cold, light winds
8 November 4 am to 8 November 5 am : Cold, light winds, light rain, light fog
8 November 5 am to 8 November  7 pm  : cold
8 November 7 pm   to 9 November 3 am : Cold, light winds
9 November 3 am to 9 November 4 am : light fog
9 November 4 am to 10 November 12 am : light winds, cold",226,46.7134,-92.0877
Wisconsin,Wausau,54401,"8 November 12 am to 8 November 1 am : Cold, light winds
8 November 1 am to 8 November 2 am : light rain, cold, light winds
8 November 2 am to 8 November 6 am : Cold, light winds
8 November 6 am to 8 November 7 am  : light fog
8 November 7 am   to 8 November 11 am : Cold, light winds
8 November 11 am to 8 November 2 pm : light fog
8 November 2 pm to 8 November 5 pm : Cold, light winds, light rain
8 November 5 pm to 8 November 11 pm : light fog, cold, light winds
8 November 11 pm to 9 November 4 pm : cold, light winds
9 November 4 am to 9 November 10 pm : Cold, light winds, clear
9 November 10 pm to 9 November 11 pm : cold, light winds
9 November 11 pm to 10 November 12 am : cold, light winds, clear",368,44.959633,-89.6306
Iowa,Davenport,52722,"8 November 12 am to 8 November 1 pm : Cold, Clear, Light winds 
8 November 1 pm to 8 November 2 pm : Cold, light winds, Light Fog
8 November 2 pm to 8 November 3 pm : Clear, Cold, light winds
8 November 3 pm to 8 November 4 pm : Clear,  light winds
8 November 4 pm to 8 November 5 pm : light winds, Light Rain, Light Fog
8 November 5 pm to 8 November 10 pm : Clear, Cold, light winds
8 November 10 pm to 8 November 11 pm : Light Fog, light winds, Cold
8 November 11 pm to 9 November 11 pm : Clear, Cold, light winds
9 November 11 pm to 10 November 12 am : Clear, Cold",177,41.543056,-90.590836
Iowa,Cedar Rapids,52227,"8 November 12 am to 8 November 5 pm : Clear, Cold, light winds
8 November 5 pm to 8 November 8 pm : Cold, Light Fog
8 November 8 pm to 10 November 12 am : Clear, Cold, light winds ",247,41.977879,-91.665627
Iowa,Des Moines,50047,"8 November 12 am to 8 November 3 pm : Clear, Cold, light winds
8 November 3 pm to 8 November 5 pm : Clear, light winds
8 November 5 pm to 9 November 1 am : Clear, light winds, Cold
9 November 1 am to 9 November 9 am : Clear, Cold
9 November 9 am to 9 November 2 pm : Clear, Cold, light winds
9 November 2 pm to 9 November 4 pm : Clear, light winds
9 November 4 pm to 10 November 12 am : Clear, Cold, light winds  ",266,41.58783092,-93.61916419
Iowa,Fort Dodge,50501,"8 November 12 am to 8 November 10 am : Cold, Clear
8 November 10 am to 8 November 2 pm : Cold, Clear, light winds
8 November 2 pm to 8 November 5 pm : Cold, Clear, Heavy winds
8 November 5 pm to 8 November 11 pm : Cold, Clear, light winds
8 November 11 pm to 9 November 3 am : Cold, Clear
9 November 3 pm to 9 November 6 am : Cold, Clear, light winds
9 November 6 am to 9 November 8 am : Cold, Clear
9 November 8 am to 9 November 11 pm : Cold, Clear, light winds
9 November 11 pm to 10 November 12 am : Cold, Clear",352,42.512745,-94.188148
Iowa,Mason City,50401,"8 November 12 am to 8 November 6 am : Clear, Cold, light winds
8 November 6 am to 8 November 7 am : Clear, Cold
8 November 7 am to 10 November 12 am : Clear, Cold, light winds",344,43.167126,-93.210754
Iowa,Sioux City,51054,"8 November 6 am to 8 November 6 am : Clear, Cold
8 November 6 am to 9 November 12 am : Clear, Cold, light winds
9 November 12 am to 9 November 9 am : Clear, Cold
9 November 9 am to 10 November 12 am : Cold, Clear, light winds",366,42.499994,-96.400307
Iowa,Burlington,52601,"8 November 12 am to 8 November 3 am : Cold, Clear, light winds
8 November 3 am to 8 November 5 am : Cold, Clear
8 November 5 am to 8 November 12 pm : Clear, Cold, light winds
8 November 12 pm to 8 November 1 pm : Fog, Cold, light winds
8 November 1 pm to 8 November 3 pm : Clear, Cold, light winds
8 November 3 pm to 8 November 5 pm : Fog, Cold, light winds
8 November 5 pm to 9 November 12 am : Clear, Cold, light winds
9 November 12 am to 9 November 1 am : Clear, Cold, Heavy winds
9 November 1 am to 9 November 10 pm : Clear, Cold, light winds
9 November 10 pm to 9 November 11 pm: Clear, Cold
9 November 11 pm to 10 November 12 am : Clear, Cold, light winds",183,40.810947,-91.131844
Iowa,Waterloo,50701,"8 November 12 am to 8 November 10 pm : Clear, Cold, light winds
8 November 10 pm to 8 November 11 pm : Clear, Cold, Heavy winds
8 November 11 pm to 10 November 12 am : Clear, Cold, light winds ",269,42.499504,-92.358665
Iowa,Le Mars,51031,"8 November 12 am to 8 November 6 am : Clear, Cold
8 November 6 am to 9 November 12 am : Cold, Clear, light winds
9 November 12 am to 9 November 12 pm : Cold, Clear
9 November 12 pm to 10 November 12 am : Cold, Clear, light winds",376,42.7941567,-96.1655778
